name,type,currency,interval,mrr,arr,discount_count,prompts_count,prompt_limit,baseline_credits_needed,credits_usage,credits_capacity,orgs_count,orgs_count_hf,orgs_purchased,new_plan,plan_credits,plan_price,purchased_credits,extra_credits_granted,extra_credits_granted_10,discount_pct,discount_amount,total_available_credits,unused_credits,unused_purchased_credits,arr_at_risk
Steremat,IN_HOUSE,eur,year,120,1440.0,0,30.0,30.0,2700,2700,2700.0,1,1,1.0,starter,3560,74.16666666666667,0,0,0,0.0,0,3560,860,860,215
Study.com,IN_HOUSE,eur,month,1000,,0,729.0,1000.0,90000,65610,90000.0,1,0,,enterprise,49900,499.0,40100,0,0,0.0,0,90000,24390,24390,2927
hr works,IN_HOUSE,eur,month,199,,0,89.0,100.0,9000,8010,9000.0,1,0,1.0,pro,14925,199.0,0,0,0,0.0,0,14925,6915,6915,1106
RaiseLaunch,IN_HOUSE,usd,month,89,,0,5.0,25.0,2250,450,2250.0,1,0,1.0,starter,3560,89.0,0,0,0,0.0,0,3560,3110,3110,933
Growth X,AGENCY,usd,month,89,,0,25.0,25.0,2250,2250,2250.0,1,0,1.0,intro,2250,89.0,0,0,0,0.0,0,2250,0,0,0
Exsitec,AGENCY,eur,month,90,,0,20.0,25.0,2250,1800,2250.0,1,0,1.0,intro,2250,89.0,0,0,0,0.0,0,2250,450,450,214
ecosio,IN_HOUSE,eur,month,89,,0,25.0,25.0,2250,2250,2250.0,1,0,1.0,starter,3560,89.0,0,0,0,0.0,0,3560,1310,1310,393
The Show and Tell Agency,AGENCY,eur,month,89,,0,16.0,25.0,2250,1440,2250.0,1,0,1.0,intro,2250,89.0,0,0,0,0.0,0,2250,810,810,384
vialytics GmbH,IN_HOUSE,eur,year,77,919.0,0,25.0,25.0,2250,2250,2250.0,1,0,1.0,starter,3560,74.16666666666667,0,0,0,0.0,0,3560,1310,1310,328
Mercari,IN_HOUSE,usd,month,89,,0,6.0,25.0,2250,540,2250.0,1,0,1.0,starter,3560,89.0,0,0,0,0.0,0,3560,3020,3020,906
Enyma,AGENCY,eur,month,90,,0,21.0,25.0,2250,1890,2250.0,1,0,1.0,intro,2250,89.0,0,0,0,0.0,0,2250,360,360,171
Semotion GmbH,AGENCY,eur,month,89,,0,9.0,25.0,2250,810,2250.0,1,0,1.0,intro,2250,89.0,0,0,0,0.0,0,2250,1440,1440,684
Hark,IN_HOUSE,eur,month,89,,0,25.0,25.0,2250,2250,2250.0,1,0,1.0,starter,3560,89.0,0,0,0,0.0,0,3560,1310,1310,393
Kiterocket ,AGENCY,usd,month,89,,0,24.0,25.0,2250,2160,2250.0,1,0,1.0,intro,2250,89.0,0,0,0,0.0,0,2250,90,90,43
Overlap,AGENCY,eur,month,89,,0,50.0,50.0,4500,4500,4500.0,2,0,1.0,intro,2250,89.0,0,2250,2475,0.0,0,4500,0,0,0
Tervene,IN_HOUSE,eur,month,89,,0,25.0,25.0,2250,2250,2250.0,1,0,1.0,starter,3560,89.0,0,0,0,0.0,0,3560,1310,1310,393
Remedico,IN_HOUSE,eur,month,89,,0,13.0,25.0,2250,1170,2250.0,1,0,1.0,starter,3560,89.0,0,0,0,0.0,0,3560,2390,2390,717
digitalagenten,AGENCY,eur,month,89,,0,7.0,25.0,2250,630,2250.0,1,0,1.0,intro,2250,89.0,0,0,0,0.0,0,2250,1620,1620,769
Aaltra,IN_HOUSE,eur,month,89,,0,16.0,25.0,2250,1440,2250.0,1,0,1.0,starter,3560,89.0,0,0,0,0.0,0,3560,2120,2120,636
Forward Progress,AGENCY,eur,month,189,,0,12.0,25.0,4500,2160,4500.0,1,1,1.0,intro,2250,89.0,2250,0,0,0.0,0,4500,2340,2340,1111
Woww,AGENCY,eur,month,499,,0,79.0,125.0,11250,7110,11250.0,3,0,10.0,scale,37425,499.0,0,0,0,0.0,0,37425,30315,30315,4850
Drake Cooper,AGENCY,usd,month,89,,0,25.0,25.0,2250,2250,2250.0,1,0,1.0,intro,2250,89.0,0,0,0,0.0,0,2250,0,0,0
Eduki,IN_HOUSE,eur,month,199,,0,25.0,100.0,9000,2250,9000.0,1,0,1.0,pro,14925,199.0,0,0,0,0.0,0,14925,12675,12675,2028
Rocket X,AGENCY,eur,month,249,,0,121.0,125.0,11250,10890,11250.0,2,0,2.0,growth,12935,199.0,0,0,0,0.0,0,12935,2045,2045,378
inara schreibt,AGENCY,eur,month,89,,0,6.0,25.0,2250,540,2250.0,1,0,1.0,intro,2250,89.0,0,0,0,0.0,0,2250,1710,1710,812
Ramp,IN_HOUSE,eur,month,199,,0,18.0,100.0,9000,1620,9000.0,1,0,1.0,pro,14925,199.0,0,0,0,0.0,0,14925,13305,13305,2129
Salience ,AGENCY,eur,month,199,,0,13.0,100.0,9000,1170,9000.0,1,0,1.0,growth,12935,199.0,0,0,0,0.0,0,12935,11765,11765,2172
Elegant Disruption,AGENCY,eur,month,287,,0,85.0,100.0,9000,7650,9000.0,3,0,5.0,growth,12935,199.0,0,0,0,0.0,0,12935,5285,5285,976
Alkimi,AGENCY,eur,month,199,,0,36.0,160.0,14400,3240,14400.0,6,0,3.0,growth,12935,199.0,0,1465,1612,0.0,0,14400,11160,9695,1790
Reputation House,AGENCY,eur,month,89,,0,25.0,25.0,2250,2250,2250.0,1,0,1.0,intro,2250,89.0,0,0,0,0.0,0,2250,0,0,0
WOXOW,AGENCY,eur,month,178,,0,25.0,25.0,2250,2250,2250.0,1,0,2.0,intro,2250,89.0,0,0,0,0.0,0,2250,0,0,0
navas & cusi,IN_HOUSE,eur,month,199,,0,51.0,100.0,9000,4590,9000.0,1,1,1.0,pro,14925,199.0,0,0,0,0.0,0,14925,10335,10335,1654
Alt ,AGENCY,eur,month,199,,0,80.0,100.0,9000,7200,9000.0,6,0,6.0,growth,12935,199.0,0,0,0,0.0,0,12935,5735,5735,1059
Nolte,IN_HOUSE,eur,month,89,,0,18.0,25.0,2250,1620,2250.0,1,0,1.0,starter,3560,89.0,0,0,0,0.0,0,3560,1940,1940,582
Integrity Energy,IN_HOUSE,eur,month,398,,0,200.0,200.0,18000,18000,18000.0,2,0,2.0,pro,14925,199.0,3075,0,0,0.0,0,18000,0,0,0
Catawiki,IN_HOUSE,eur,year,169,2029.0,0,70.0,100.0,9000,6300,9000.0,2,0,1.0,pro,14925,165.83333333333334,0,0,0,0.0,0,14925,8625,8625,1150
Atchai,IN_HOUSE,eur,month,89,,0,6.0,25.0,2250,540,2250.0,1,0,1.0,starter,3560,89.0,0,0,0,0.0,0,3560,3020,3020,906
mute-labs GmbH,IN_HOUSE,eur,month,178,,0,47.0,50.0,4500,4230,4500.0,2,0,2.0,starter,3560,89.0,940,0,0,0.0,0,4500,270,270,81
Camedia,AGENCY,eur,month,199,,0,18.0,100.0,9000,1620,9000.0,2,0,2.0,growth,12935,199.0,0,0,0,0.0,0,12935,11315,11315,2089
Stradigi,AGENCY,eur,month,200,,0,44.0,50.0,4500,3960,4500.0,2,0,4.0,growth,12935,199.0,0,0,0,0.0,0,12935,8975,8975,1657
Kanha,IN_HOUSE,usd,month,89,,0,9.0,25.0,2250,810,2250.0,1,0,1.0,starter,3560,89.0,0,0,0,0.0,0,3560,2750,2750,825
Paul Gordon,AGENCY,eur,month,199,,0,29.0,40.0,3600,2610,3600.0,2,0,8.0,growth,12935,199.0,0,0,0,0.0,0,12935,10325,10325,1906
Pixel2,IN_HOUSE,eur,month,89,,0,16.0,25.0,2250,1440,2250.0,1,0,1.0,starter,3560,89.0,0,0,0,0.0,0,3560,2120,2120,636
beFranz,AGENCY,eur,month,89,,0,18.0,25.0,2250,1620,2250.0,1,0,1.0,intro,2250,89.0,0,0,0,0.0,0,2250,630,630,299
Allô,IN_HOUSE,eur,month,199,,0,14.0,100.0,9000,1260,9000.0,1,0,1.0,pro,14925,199.0,0,0,0,0.0,0,14925,13665,13665,2186
Julien Maillard,AGENCY,eur,month,199,,0,72.0,150.0,13500,6480,13500.0,5,0,4.0,growth,12935,199.0,0,565,622,0.0,0,13500,7020,6455,1192
Karhu Helsinki Inc.,AGENCY,eur,month,89,,0,13.0,25.0,2250,1170,2250.0,1,0,1.0,intro,2250,89.0,0,0,0,0.0,0,2250,1080,1080,513
Take3,AGENCY,eur,month,400,,0,150.0,200.0,18000,13500,18000.0,20,0,30.0,growth,12935,199.0,5065,0,0,0.0,0,18000,4500,4500,831
Kontent.ai,IN_HOUSE,eur,month,89,,0,20.0,25.0,2250,1800,2250.0,1,0,1.0,starter,3560,89.0,0,0,0,0.0,0,3560,1760,1760,528
Leroy Merlin Romania,AGENCY,eur,month,90,,0,20.0,25.0,2250,1800,2250.0,1,0,1.0,intro,2250,89.0,0,0,0,0.0,0,2250,450,450,214
Downtown Ecommerce,AGENCY,eur,month,492,,0,229.0,250.0,22500,20610,22500.0,10,2,15.0,growth,12935,199.0,9565,0,0,0.0,0,22500,1890,1890,349
space property agency,IN_HOUSE,eur,month,89,,0,25.0,25.0,2250,2250,2250.0,1,0,1.0,starter,3560,89.0,0,0,0,0.0,0,3560,1310,1310,393
Boost it GmbH,AGENCY,eur,month,178,,0,50.0,50.0,4500,4500,4500.0,2,0,2.0,intro,2250,89.0,2250,0,0,0.0,0,4500,0,0,0
First Page Digital,AGENCY,eur,month,1419,,0,595.0,975.0,93750,59550,93750.0,26,0,30.0,scale,37425,499.0,56325,0,0,0.0,0,93750,34200,34200,5472
Delta Protect,IN_HOUSE,eur,month,89,,0,19.0,25.0,2250,1710,2250.0,1,0,1.0,starter,3560,89.0,0,0,0,0.0,0,3560,1850,1850,555
add2,AGENCY,eur,month,180,,0,205.0,230.0,20700,18450,20700.0,3,1,3.0,intro,2250,89.0,2301,16149,17764,0.0,0,20700,2250,0,0
Yes.inc,AGENCY,eur,month,178,,0,32.0,50.0,4500,2880,4500.0,2,0,2.0,intro,2250,89.0,2250,0,0,0.0,0,4500,1620,1620,769
Forgematic,AGENCY,eur,month,199,,0,58.0,75.0,6750,5220,6750.0,3,0,4.0,growth,12935,199.0,0,0,0,0.0,0,12935,7715,7715,1424
Chromatics AI,AGENCY,usd,month,89,,0,8.0,25.0,2250,720,2250.0,1,0,1.0,intro,2250,89.0,0,0,0,0.0,0,2250,1530,1530,726
 STG Digital,AGENCY,eur,month,199,,0,74.0,100.0,9000,6660,9000.0,10,0,10.0,growth,12935,199.0,0,0,0,0.0,0,12935,6275,6275,1158
Digital Position,AGENCY,eur,month,220,,0,36.0,50.0,5250,3660,5250.0,2,0,2.0,growth,12935,199.0,0,0,0,0.0,0,12935,9275,9275,1712
FGS Global,AGENCY,eur,month,288,,0,54.0,175.0,15750,4860,15750.0,3,0,3.0,growth,12935,199.0,2815,0,0,0.0,0,15750,10890,10890,2010
Soldo,IN_HOUSE,eur,month,89,,0,6.0,25.0,2250,540,2250.0,1,0,1.0,starter,3560,89.0,0,0,0,0.0,0,3560,3020,3020,906
LaVita,IN_HOUSE,eur,month,199,,0,89.0,100.0,12000,10680,12000.0,1,1,1.0,pro,14925,199.0,0,0,0,0.0,0,14925,4245,4245,679
push,AGENCY,eur,month,199,,0,56.0,20.0,5040,5040,1800.0,2,0,10.0,growth,12935,199.0,0,0,0,0.0,0,12935,7895,7895,1458
Suchhelden,AGENCY,eur,month,1680,,0,466.0,840.0,77400,42390,77400.0,28,4,28.0,scale,37425,499.0,39975,0,0,0.0,0,77400,35010,35010,5602
Code Brew Labs,IN_HOUSE,eur,month,89,,0,13.0,25.0,2250,1170,2250.0,1,0,1.0,starter,3560,89.0,0,0,0,0.0,0,3560,2390,2390,717
idealo internet GmbH,IN_HOUSE,eur,month,199,,0,98.0,100.0,9000,8820,9000.0,1,1,1.0,pro,14925,199.0,0,0,0,0.0,0,14925,6105,6105,977
sandbech,AGENCY,eur,month,180,,0,62.0,120.0,10800,5580,10800.0,4,3,3.0,intro,2250,89.0,2301,6249,6874,0.0,0,10800,5220,0,0
RevenueHero,IN_HOUSE,eur,month,199,,0,60.0,100.0,9000,5400,9000.0,1,0,1.0,pro,14925,199.0,0,0,0,0.0,0,14925,9525,9525,1524
Orchestra,AGENCY,eur,month,239,,0,125.0,125.0,15000,15000,15000.0,2,0,2.0,growth,12935,199.0,2065,0,0,0.0,0,15000,0,0,0
Skillshub,IN_HOUSE,eur,month,89,,0,25.0,25.0,2250,2250,2250.0,1,0,1.0,starter,3560,89.0,0,0,0,0.0,0,3560,1310,1310,393
NORDFABRIK AG,AGENCY,eur,month,199,,0,3.0,100.0,9000,270,9000.0,1,0,1.0,growth,12935,199.0,0,0,0,0.0,0,12935,12665,12665,2338
Simpro,IN_HOUSE,eur,month,288,,0,125.0,125.0,11250,11250,11250.0,4,1,2.0,pro,14925,199.0,0,0,0,0.0,0,14925,3675,3675,588
Liv Longevity Labs,IN_HOUSE,eur,month,89,,0,25.0,25.0,2250,2250,2250.0,1,0,1.0,starter,3560,89.0,0,0,0,0.0,0,3560,1310,1310,393
Noble,AGENCY,eur,month,89,,0,0.0,25.0,2250,0,2250.0,1,0,1.0,intro,2250,89.0,0,0,0,0.0,0,2250,2250,2250,1068
Myposter,IN_HOUSE,eur,month,600,,0,350.0,400.0,36000,31500,36000.0,4,0,4.0,enterprise,49900,499.0,0,0,0,0.0,0,49900,18400,18400,2208
Betfair,IN_HOUSE,eur,month,248,,0,98.0,100.0,12000,11760,12000.0,4,0,4.0,pro,14925,199.0,0,0,0,0.0,0,14925,3165,3165,506
Holiday Extras,IN_HOUSE,eur,month,89,,0,25.0,25.0,2250,2250,2250.0,1,0,1.0,starter,3560,89.0,0,0,0,0.0,0,3560,1310,1310,393
Blueprint,IN_HOUSE,usd,month,89,,0,8.0,25.0,2250,720,2250.0,1,0,1.0,starter,3560,89.0,0,0,0,0.0,0,3560,2840,2840,852
Justin Coons,AGENCY,eur,year,169,2028.96,0,86.0,100.0,9000,7740,9000.0,4,0,4.0,growth,12935,165.83333333333334,0,0,0,0.0,0,12935,5195,5195,799
LOTTO24,IN_HOUSE,eur,month,89,,0,22.0,25.0,2250,1980,2250.0,1,0,1.0,starter,3560,89.0,0,0,0,0.0,0,3560,1580,1580,474
co:listic GmbH,AGENCY,eur,month,199,,0,12.0,100.0,9000,1080,9000.0,1,0,1.0,growth,12935,199.0,0,0,0,0.0,0,12935,11855,11855,2189
Ana Fernandez,AGENCY,eur,month,90,,0,24.0,45.0,4050,2160,4050.0,3,0,3.0,intro,2250,89.0,25,1775,1952,0.0,0,4050,1890,115,55
Dwf,AGENCY,eur,month,89,,0,25.0,25.0,2250,2250,2250.0,1,0,1.0,intro,2250,89.0,0,0,0,0.0,0,2250,0,0,0
SPA Deluxe GmbH,IN_HOUSE,eur,month,89,,0,25.0,25.0,2250,2250,2250.0,1,0,1.0,starter,3560,89.0,0,0,0,0.0,0,3560,1310,1310,393
StoreLens,AGENCY,eur,month,89,,0,25.0,25.0,2250,2250,2250.0,1,0,1.0,intro,2250,89.0,0,0,0,0.0,0,2250,0,0,0
Cirklé,IN_HOUSE,eur,month,89,,0,18.0,25.0,2250,1620,2250.0,1,0,1.0,starter,3560,89.0,0,0,0,0.0,0,3560,1940,1940,582
jefit,IN_HOUSE,usd,month,89,,0,25.0,25.0,2250,2250,2250.0,1,0,1.0,starter,3560,89.0,0,0,0,0.0,0,3560,1310,1310,393
Attio,IN_HOUSE,eur,month,90,,0,208.0,400.0,36000,18720,36000.0,2,1,1.0,starter,3560,89.0,40,32400,35640,0.0,0,36000,17280,0,0
Eland Cables,IN_HOUSE,eur,year,340,4080.0,0,45.0,250.0,22500,4050,22500.0,5,0,5.0,pro,14925,165.83333333333334,7575,0,0,0.0,0,22500,18450,18450,2460
Echologger,IN_HOUSE,eur,month,178,,0,19.0,50.0,4500,1710,4500.0,2,0,2.0,starter,3560,89.0,940,0,0,0.0,0,4500,2790,2790,837
Brand Affairs,IN_HOUSE,eur,month,89,,0,20.0,25.0,2250,1800,2250.0,1,0,1.0,starter,3560,89.0,0,0,0,0.0,0,3560,1760,1760,528
Basalt,IN_HOUSE,eur,month,89,,0,13.0,25.0,2250,1170,2250.0,1,0,1.0,starter,3560,89.0,0,0,0,0.0,0,3560,2390,2390,717
Masse,AGENCY,eur,month,830,,0,327.0,450.0,40500,29430,40500.0,9,1,10.0,scale,37425,499.0,3075,0,0,0.0,0,40500,11070,11070,1771
The Pegasus,IN_HOUSE,usd,month,89,,0,7.0,10.0,900,630,900.0,1,0,1.0,starter,3560,89.0,0,0,0,0.0,0,3560,2930,2930,879
Propellic,AGENCY,eur,month,2150,,0,543.0,950.0,87750,51120,87750.0,32,0,40.0,scale,37425,499.0,50325,0,0,0.0,0,87750,36630,36630,5861
EmberTribe,AGENCY,eur,month,76,,0,9.0,25.0,2250,810,2250.0,1,0,1.0,intro,2250,89.0,0,0,0,14.606741573033707,13,2250,1440,1440,684
EffectiveSoft,IN_HOUSE,eur,month,199,,0,95.0,100.0,9000,8550,9000.0,1,0,1.0,pro,14925,199.0,0,0,0,0.0,0,14925,6375,6375,1020
Context Travel,IN_HOUSE,usd,month,89,,0,25.0,25.0,2250,2250,2250.0,1,0,1.0,starter,3560,89.0,0,0,0,0.0,0,3560,1310,1310,393
Hook,IN_HOUSE,eur,month,89,,0,21.0,25.0,2250,1890,2250.0,1,0,1.0,starter,3560,89.0,0,0,0,0.0,0,3560,1670,1670,501
Fitatu Sp. z o.o.,IN_HOUSE,eur,month,89,,0,25.0,25.0,2250,2250,2250.0,1,0,1.0,starter,3560,89.0,0,0,0,0.0,0,3560,1310,1310,393
Smart Lemon,AGENCY,eur,month,299,,0,147.0,200.0,18000,13230,18000.0,8,0,8.0,growth,12935,199.0,5065,0,0,0.0,0,18000,4770,4770,881
Something Inc.,AGENCY,eur,month,350,,0,234.0,315.0,28350,21060,28350.0,21,6,20.0,growth,12935,199.0,9815,5600,6160,0.0,0,28350,7290,1690,312
Komodor,IN_HOUSE,eur,month,178,,0,19.0,25.0,2250,1710,2250.0,1,0,2.0,starter,3560,89.0,0,0,0,0.0,0,3560,1850,1850,555
ArticleHub,AGENCY,eur,month,100,,0,3.0,25.0,2250,270,2250.0,1,0,4.0,intro,2250,89.0,0,0,0,0.0,0,2250,1980,1980,940
Toasty Marketing,AGENCY,usd,month,178,,0,30.0,50.0,4500,2700,4500.0,2,0,2.0,intro,2250,89.0,2250,0,0,0.0,0,4500,1800,1800,854
Vpnranks,IN_HOUSE,eur,month,89,,0,8.0,25.0,2250,720,2250.0,1,0,1.0,starter,3560,89.0,0,0,0,0.0,0,3560,2840,2840,852
Profit Media,AGENCY,eur,month,89,,0,5.0,25.0,2250,450,2250.0,1,0,1.0,intro,2250,89.0,0,0,0,0.0,0,2250,1800,1800,854
SmashBrand,IN_HOUSE,usd,month,199,,0,46.0,100.0,9000,4140,9000.0,1,0,1.0,pro,14925,199.0,0,0,0,0.0,0,14925,10785,10785,1726
Ellusion GmbH,AGENCY,eur,month,89,,0,3.0,25.0,2250,270,2250.0,1,0,1.0,intro,2250,89.0,0,0,0,0.0,0,2250,1980,1980,940
Sendoso,IN_HOUSE,usd,month,89,,0,25.0,25.0,2250,2250,2250.0,1,0,1.0,starter,3560,89.0,0,0,0,0.0,0,3560,1310,1310,393
iteratec GmbH,IN_HOUSE,eur,month,89,,0,21.0,25.0,2250,1890,2250.0,1,0,1.0,starter,3560,89.0,0,0,0,0.0,0,3560,1670,1670,501
Scratch,AGENCY,usd,month,466,,0,39.0,175.0,15750,3510,15750.0,4,0,4.0,growth,12935,199.0,2815,0,0,0.0,0,15750,12240,12240,2260
deskbird,IN_HOUSE,eur,month,89,,0,25.0,25.0,2250,2250,2250.0,1,0,1.0,starter,3560,89.0,0,0,0,0.0,0,3560,1310,1310,393
Definition,AGENCY,eur,month,199,,0,35.0,100.0,9000,3150,9000.0,4,0,4.0,growth,12935,199.0,0,0,0,0.0,0,12935,9785,9785,1806
QuotaPath,IN_HOUSE,eur,month,199,,0,99.0,100.0,9000,8910,9000.0,1,0,1.0,pro,14925,199.0,0,0,0,0.0,0,14925,6015,6015,962
Red Freckles®,AGENCY,eur,month,199,,0,81.0,100.0,9000,7290,9000.0,4,0,4.0,growth,12935,199.0,0,0,0,0.0,0,12935,5645,5645,1042
TEAM99,IN_HOUSE,eur,month,89,,0,19.0,25.0,2250,1710,2250.0,1,0,1.0,starter,3560,89.0,0,0,0,0.0,0,3560,1850,1850,555
Profilwerkstatt GmbH,AGENCY,eur,month,248,,0,32.0,100.0,12000,3840,12000.0,2,0,2.0,growth,12935,199.0,0,0,0,0.0,0,12935,9095,9095,1679
Brandwatch,IN_HOUSE,eur,month,199,,0,100.0,100.0,9000,9000,9000.0,1,0,1.0,pro,14925,199.0,0,0,0,0.0,0,14925,5925,5925,948
Benjamin Kaim,AGENCY,eur,month,199,,0,82.0,100.0,9000,7380,9000.0,1,0,1.0,growth,12935,199.0,0,0,0,0.0,0,12935,5555,5555,1026
3P.agency,AGENCY,eur,month,199,,0,89.0,100.0,12000,10680,12000.0,1,0,2.0,growth,12935,199.0,0,0,0,0.0,0,12935,2255,2255,416
Agorapulse,IN_HOUSE,eur,month,89,,0,19.0,25.0,2250,1710,2250.0,1,0,1.0,starter,3560,89.0,0,0,0,0.0,0,3560,1850,1850,555
younited,IN_HOUSE,eur,month,89,,0,25.0,25.0,2250,2250,2250.0,1,0,1.0,starter,3560,89.0,0,0,0,0.0,0,3560,1310,1310,393
Beyond Academy,IN_HOUSE,eur,month,89,,0,8.0,25.0,2250,720,2250.0,1,0,1.0,starter,3560,89.0,0,0,0,0.0,0,3560,2840,2840,852
Benjamin Twichell,AGENCY,eur,month,89,,0,5.0,25.0,2250,450,2250.0,1,0,1.0,intro,2250,89.0,0,0,0,0.0,0,2250,1800,1800,854
Noi Labs,AGENCY,eur,month,89,,0,13.0,25.0,2250,1170,2250.0,1,0,2.0,intro,2250,89.0,0,0,0,0.0,0,2250,1080,1080,513
apideck,IN_HOUSE,eur,month,399,,0,87.0,90.0,18900,18270,18900.0,1,1,1.0,pro,14925,199.0,3975,0,0,0.0,0,18900,630,630,101
VOR Shoes,IN_HOUSE,eur,month,89,,0,22.0,25.0,2250,1980,2250.0,1,0,1.0,starter,3560,89.0,0,0,0,0.0,0,3560,1580,1580,474
Orchid,IN_HOUSE,eur,month,89,,0,25.0,25.0,2250,2250,2250.0,1,0,1.0,starter,3560,89.0,0,0,0,0.0,0,3560,1310,1310,393
SYNQ,IN_HOUSE,eur,month,89,,0,18.0,25.0,2250,1620,2250.0,1,0,1.0,starter,3560,89.0,0,0,0,0.0,0,3560,1940,1940,582
GAIN,AGENCY,eur,month,499,,0,113.0,250.0,22500,10170,22500.0,5,0,7.0,scale,37425,499.0,0,0,0,0.0,0,37425,27255,27255,4361
Dunham Law,IN_HOUSE,eur,month,610,,0,156.0,190.0,34200,28080,34200.0,2,2,,enterprise,49900,499.0,0,0,0,0.0,0,49900,21820,21820,2618
Trade Stays,IN_HOUSE,eur,month,89,,0,5.0,25.0,2250,450,2250.0,1,0,1.0,starter,3560,89.0,0,0,0,0.0,0,3560,3110,3110,933
Heldenmood,AGENCY,eur,month,199,,0,25.0,25.0,2250,2250,2250.0,1,0,1.0,growth,12935,199.0,0,0,0,0.0,0,12935,10685,10685,1973
Fight or Flight,AGENCY,eur,month,499,,0,247.0,400.0,36000,22230,36000.0,7,0,1.0,scale,37425,499.0,0,0,0,0.0,0,37425,15195,15195,2431
Uxopian Software,IN_HOUSE,eur,month,89,,0,6.0,25.0,2250,540,2250.0,1,0,1.0,starter,3560,89.0,0,0,0,0.0,0,3560,3020,3020,906
Coffee Circle,IN_HOUSE,eur,month,128,,0,11.0,25.0,3750,1650,3750.0,1,0,1.0,starter,3560,89.0,190,0,0,0.0,0,3750,2100,2100,630
Partnerize,IN_HOUSE,usd,month,199,,0,36.0,100.0,9000,3240,9000.0,1,0,1.0,pro,14925,199.0,0,0,0,0.0,0,14925,11685,11685,1870
Qida,IN_HOUSE,eur,month,89,,0,24.0,25.0,2250,2160,2250.0,1,0,1.0,starter,3560,89.0,0,0,0,0.0,0,3560,1400,1400,420
Evergreen Media,AGENCY,eur,month,1500,,0,706.0,1050.0,94500,63540,94500.0,11,0,15.0,scale,37425,499.0,57075,0,0,0.0,0,94500,30960,30960,4954
Takeoff,AGENCY,usd,month,267,,0,55.0,75.0,6750,4950,6750.0,3,0,3.0,growth,12935,199.0,0,0,0,0.0,0,12935,7985,7985,1474
Ada Ventures,IN_HOUSE,eur,month,120,,0,2.0,30.0,2700,180,2700.0,1,1,1.0,starter,3560,89.0,0,0,0,0.0,0,3560,3380,3380,1014
AKAD Bildungsgesellschaft mbH,IN_HOUSE,eur,month,199,,1,125.0,125.0,15000,15000,15000.0,1,1,1.0,pro,14925,199.0,0,75,82,0.0,0,15000,0,0,0
clockin,IN_HOUSE,eur,month,130,,0,43.0,100.0,9000,3870,9000.0,1,0,1.0,starter,3560,89.0,1640,3800,4180,0.0,0,9000,5130,1330,399
Hurricane,AGENCY,eur,month,199,,0,32.0,125.0,11250,2880,11250.0,2,0,1.0,growth,12935,199.0,0,0,0,0.0,0,12935,10055,10055,1856
Momentum,IN_HOUSE,eur,month,248,,0,292.0,300.0,36000,35040,36000.0,1,0,1.0,pro,14925,199.0,3675,17400,19140,0.0,0,36000,960,0,0
Max Borges Agency,AGENCY,eur,month,199,,0,61.0,100.0,9000,5490,9000.0,1,0,,growth,12935,199.0,0,0,0,0.0,0,12935,7445,7445,1374
PREMIUM LEADS,AGENCY,eur,month,199,,0,28.0,40.0,3600,2520,3600.0,2,0,5.0,growth,12935,199.0,0,0,0,0.0,0,12935,10415,10415,1923
NewMail AI,IN_HOUSE,eur,month,89,,0,18.0,25.0,2250,1620,2250.0,1,0,1.0,starter,3560,89.0,0,0,0,0.0,0,3560,1940,1940,582
C-Factor AG,AGENCY,eur,month,199,,0,21.0,100.0,9000,1890,9000.0,1,0,,growth,12935,199.0,0,0,0,0.0,0,12935,11045,11045,2039
SpotDraft,IN_HOUSE,eur,month,89,,0,17.0,25.0,2250,1530,2250.0,1,0,1.0,starter,3560,89.0,0,0,0,0.0,0,3560,2030,2030,609
Hiltzik Strategies,AGENCY,eur,month,199,,0,48.0,80.0,7200,4320,7200.0,4,0,5.0,growth,12935,199.0,0,0,0,0.0,0,12935,8615,8615,1590
ZenCheck.ai,IN_HOUSE,eur,month,89,,0,11.0,25.0,2250,990,2250.0,1,0,1.0,starter,3560,89.0,0,0,0,0.0,0,3560,2570,2570,771
Five9,IN_HOUSE,usd,month,89,,0,25.0,25.0,2250,2250,2250.0,1,0,1.0,starter,3560,89.0,0,0,0,0.0,0,3560,1310,1310,393
sehkraft Augenzentrum,AGENCY,eur,month,89,,0,25.0,25.0,2250,2250,2250.0,1,0,1.0,intro,2250,89.0,0,0,0,0.0,0,2250,0,0,0
Ad's up,AGENCY,eur,month,379,,0,129.0,130.0,11700,11610,11700.0,2,1,4.0,growth,12935,199.0,0,0,0,0.0,0,12935,1325,1325,245
ranq.io,AGENCY,usd,month,89,,0,15.0,25.0,2250,1350,2250.0,1,0,1.0,intro,2250,89.0,0,0,0,0.0,0,2250,900,900,427
Plum,IN_HOUSE,eur,month,199,,0,75.0,100.0,9000,6750,9000.0,1,0,1.0,pro,14925,199.0,0,0,0,0.0,0,14925,8175,8175,1308
dianin,IN_HOUSE,eur,month,89,,0,4.0,25.0,2250,360,2250.0,1,0,1.0,starter,3560,89.0,0,0,0,0.0,0,3560,3200,3200,960
FHNW,IN_HOUSE,eur,month,199,,0,97.0,100.0,9000,8730,9000.0,1,0,1.0,pro,14925,199.0,0,0,0,0.0,0,14925,6195,6195,991
Gelia,AGENCY,usd,month,267,,1,52.0,75.0,6750,4680,6750.0,3,0,5.0,growth,12935,199.0,0,0,0,0.0,0,12935,8255,8255,1524
